timestamp,human_readable_date,value,context
1580405796935,2020-01-30 23:06:36,-2.5727052089511287e+38,b'{}'
1580405748332,2020-01-30 23:05:48,0.0,b'{}'
1580405746293,2020-01-30 23:05:46,-2.5727052089511287e+38,b'{}'
1580405746282,2020-01-30 23:05:46,0.0,b'{}'
1580405697433,2020-01-30 23:04:57,-2.5727052089511287e+38,b'{}'
1580405695464,2020-01-30 23:04:55,0.0,b'{}'
1580405695443,2020-01-30 23:04:55,-2.5727052089511287e+38,b'{}'
1580405590069,2020-01-30 23:03:10,-2.5727052089511287e+38,b'{}'
1580405588193,2020-01-30 23:03:08,0.0,b'{}'
1580405588146,2020-01-30 23:03:08,-2.5727052089511287e+38,b'{}'
1580405497249,2020-01-30 23:01:37,-2.5727052089511287e+38,b'{}'
1580405495308,2020-01-30 23:01:35,0.0,b'{}'
1580405495267,2020-01-30 23:01:35,-2.5727052089511287e+38,b'{}'
1580405431077,2020-01-30 23:00:31,-2.5727052089511287e+38,b'{}'
1580405429049,2020-01-30 23:00:29,-2.5727052089511287e+38,b'{}'
1580405429019,2020-01-30 23:00:29,0.0,b'{}'
1580404990987,2020-01-30 22:53:10,-2.5727052089511287e+38,b'{}'
1580404988879,2020-01-30 22:53:08,-2.5727052089511287e+38,b'{}'
1580404988796,2020-01-30 22:53:08,0.0,b'{}'
1580404894149,2020-01-30 22:51:34,-2.5727052089511287e+38,b'{}'
1580404892120,2020-01-30 22:51:32,0.0,b'{}'
1580404892118,2020-01-30 22:51:32,-2.5727052089511287e+38,b'{}'
1580404840028,2020-01-30 22:50:40,17.6,b'{}'
1580404838062,2020-01-30 22:50:38,17.6,b'{}'
1580404838061,2020-01-30 22:50:38,0.0,b'{}'
1580148049760,2020-01-27 23:30:49,17.6,b'{}'
1580148047878,2020-01-27 23:30:47,0.0,b'{}'
1580147946801,2020-01-27 23:29:06,17.6,b'{}'
1580147944791,2020-01-27 23:29:04,0.0,b'{}'
1580147905223,2020-01-27 23:28:25,17.6,b'{}'
1580147903274,2020-01-27 23:28:23,0.0,b'{}'
1580147738317,2020-01-27 23:25:38,17.4,b'{}'
1580147736479,2020-01-27 23:25:36,0.0,b'{}'
1580133547195,2020-01-27 19:29:07,17.9,b'{}'
1580133545166,2020-01-27 19:29:05,0.0,b'{}'
1580133391215,2020-01-27 19:26:31,17.9,b'{}'
1580133388978,2020-01-27 19:26:28,0.0,b'{}'
1580133174974,2020-01-27 19:22:54,17.8,b'{}'
1580133173014,2020-01-27 19:22:53,0.0,b'{}'
1580133076860,2020-01-27 19:21:16,17.8,b'{}'
1580133074833,2020-01-27 19:21:14,0.0,b'{}'
1580132905606,2020-01-27 19:18:25,0.0,b'{}'
1580132901768,2020-01-27 19:18:21,17.8,b'{}'
1580067075461,2020-01-27 01:01:15,20.9,b'{}'
1580067073462,2020-01-27 01:01:13,0.0,b'{}'
1580066829544,2020-01-27 00:57:09,21.0,b'{}'
1580066827578,2020-01-27 00:57:07,0.0,b'{}'
1580066721849,2020-01-27 00:55:21,21.0,b'{}'
1580066719893,2020-01-27 00:55:19,0.0,b'{}'
1580066342356,2020-01-27 00:49:02,20.8,b'{}'
1580066340038,2020-01-27 00:49:00,0.0,b'{}'
1580066237897,2020-01-27 00:47:17,20.6,b'{}'
1580066235892,2020-01-27 00:47:15,0.0,b'{}'
1580066074265,2020-01-27 00:44:34,20.5,b'{}'
1580066072413,2020-01-27 00:44:32,0.0,b'{}'
1580065957282,2020-01-27 00:42:37,20.5,b'{}'
1580065955270,2020-01-27 00:42:35,0.0,b'{}'
1580065856164,2020-01-27 00:40:56,20.6,b'{}'
1580065854201,2020-01-27 00:40:54,0.0,b'{}'
1580065727557,2020-01-27 00:38:47,20.6,b'{}'
1580065725504,2020-01-27 00:38:45,0.0,b'{}'
1580065630310,2020-01-27 00:37:10,20.6,b'{}'
1580065628237,2020-01-27 00:37:08,0.0,b'{}'
1580065557994,2020-01-27 00:35:57,20.6,b'{}'
1580063435948,2020-01-27 00:00:35,20.5,b'{}'
1580062846148,2020-01-26 23:50:46,20.7,b'{}'
1580062234463,2020-01-26 23:40:34,20.4,b'{}'
1580061633331,2020-01-26 23:30:33,20.3,b'{}'
1580061047938,2020-01-26 23:20:47,20.1,b'{}'
1580060436348,2020-01-26 23:10:36,19.7,b'{}'
1580059839844,2020-01-26 23:00:39,19.6,b'{}'
1580059236844,2020-01-26 22:50:36,19.4,b'{}'
1580058634153,2020-01-26 22:40:34,19.6,b'{}'
1580058034711,2020-01-26 22:30:34,19.4,b'{}'
1580057442014,2020-01-26 22:20:42,18.9,b'{}'
1580056836426,2020-01-26 22:10:36,18.2,b'{}'
1580056236325,2020-01-26 22:00:36,17.4,b'{}'
1580055030070,2020-01-26 21:40:30,16.9,b'{}'
1580052632586,2020-01-26 21:00:32,16.9,b'{}'
1580052030563,2020-01-26 20:50:30,16.9,b'{}'
1580051436004,2020-01-26 20:40:36,17.0,b'{}'
1580050835474,2020-01-26 20:30:35,16.9,b'{}'
1580050234532,2020-01-26 20:20:34,16.9,b'{}'
1580049646894,2020-01-26 20:10:46,16.9,b'{}'
1580049043332,2020-01-26 20:00:43,16.9,b'{}'
1580048434883,2020-01-26 19:50:34,17.0,b'{}'
1580047836790,2020-01-26 19:40:36,16.9,b'{}'
1580047244931,2020-01-26 19:30:44,16.8,b'{}'
1580046034890,2020-01-26 19:10:34,16.9,b'{}'
1580045435901,2020-01-26 19:00:35,17.0,b'{}'
1580044838059,2020-01-26 18:50:38,16.9,b'{}'
1580044257737,2020-01-26 18:40:57,17.0,b'{}'
1580043636228,2020-01-26 18:30:36,16.9,b'{}'
1580043017391,2020-01-26 18:20:17,17.0,b'{}'
1580042415202,2020-01-26 18:10:15,16.9,b'{}'
1580041818076,2020-01-26 18:00:18,16.9,b'{}'
1580041229233,2020-01-26 17:50:29,17.0,b'{}'
1580039428257,2020-01-26 17:20:28,16.9,b'{}'
1580038813542,2020-01-26 17:10:13,17.1,b'{}'
1580037609193,2020-01-26 16:50:09,17.0,b'{}'
1580037010107,2020-01-26 16:40:10,17.1,b'{}'
1580036408042,2020-01-26 16:30:08,17.1,b'{}'
1580036022207,2020-01-26 16:23:42,17.3,b'{}'
1580035820446,2020-01-26 16:20:20,17.2,b'{}'
1580032212518,2020-01-26 15:20:12,17.1,b'{}'
1580031023373,2020-01-26 15:00:23,16.9,b'{}'
1580030414288,2020-01-26 14:50:14,17.0,b'{}'
1580029216098,2020-01-26 14:30:16,16.9,b'{}'
1580028008114,2020-01-26 14:10:08,17.0,b'{}'
1580027411114,2020-01-26 14:00:11,17.1,b'{}'
1580026812829,2020-01-26 13:50:12,17.2,b'{}'
1580026217124,2020-01-26 13:40:17,17.1,b'{}'
1580025613666,2020-01-26 13:30:13,17.1,b'{}'
1580025016587,2020-01-26 13:20:16,17.1,b'{}'
1580023808508,2020-01-26 13:00:08,17.2,b'{}'
1580023213170,2020-01-26 12:50:13,17.1,b'{}'
1580022610724,2020-01-26 12:40:10,17.0,b'{}'
1580021412223,2020-01-26 12:20:12,17.1,b'{}'
1580020817890,2020-01-26 12:10:17,17.1,b'{}'
1580020226772,2020-01-26 12:00:26,17.1,b'{}'
1580019026525,2020-01-26 11:40:26,17.0,b'{}'
1580017825461,2020-01-26 11:20:25,17.1,b'{}'
1580017213071,2020-01-26 11:10:13,17.1,b'{}'
1580016025507,2020-01-26 10:50:25,17.1,b'{}'
1580014215571,2020-01-26 10:20:15,17.0,b'{}'
1580013615645,2020-01-26 10:10:15,16.9,b'{}'
1580010621537,2020-01-26 09:20:21,17.0,b'{}'
1580008813942,2020-01-26 08:50:13,16.9,b'{}'
1580008209385,2020-01-26 08:40:09,16.9,b'{}'
1580007013767,2020-01-26 08:20:13,16.9,b'{}'
1580003437992,2020-01-26 07:20:37,16.9,b'{}'
1580002102820,2020-01-26 06:58:22,16.9,b'{}'
1579999224640,2020-01-26 06:10:24,16.9,b'{}'
1579998021250,2020-01-26 05:50:21,17.1,b'{}'
1579996812841,2020-01-26 05:30:12,17.2,b'{}'
1579996215717,2020-01-26 05:20:15,17.1,b'{}'
1579986617974,2020-01-26 02:40:17,17.1,b'{}'
1579984221591,2020-01-26 02:00:21,17.2,b'{}'
1579983609850,2020-01-26 01:50:09,17.1,b'{}'
1579981214376,2020-01-26 01:10:14,17.2,b'{}'
1579978210783,2020-01-26 00:20:10,17.2,b'{}'
1579977634741,2020-01-26 00:10:34,17.3,b'{}'
1579977024263,2020-01-26 00:00:24,17.4,b'{}'
1579976430541,2020-01-25 23:50:30,17.4,b'{}'
1579975819511,2020-01-25 23:40:19,17.6,b'{}'
1579975210250,2020-01-25 23:30:10,17.8,b'{}'
1579974616836,2020-01-25 23:20:16,17.9,b'{}'
1579974021794,2020-01-25 23:10:21,17.4,b'{}'
1579972814815,2020-01-25 22:50:14,17.0,b'{}'
1579972216820,2020-01-25 22:40:16,17.1,b'{}'
1579971018515,2020-01-25 22:20:18,17.1,b'{}'
1579970410454,2020-01-25 22:10:10,17.1,b'{}'
1579969815173,2020-01-25 22:00:15,17.1,b'{}'
1579969216195,2020-01-25 21:50:16,17.1,b'{}'
1579968615435,2020-01-25 21:40:15,16.9,b'{}'
1579968027788,2020-01-25 21:30:27,16.9,b'{}'
1579966824008,2020-01-25 21:10:24,17.1,b'{}'
1579965613926,2020-01-25 20:50:13,17.1,b'{}'
1579961411556,2020-01-25 19:40:11,17.1,b'{}'
1579959028142,2020-01-25 19:00:28,17.2,b'{}'
1579957818437,2020-01-25 18:40:18,17.1,b'{}'
1579956014202,2020-01-25 18:10:14,17.2,b'{}'
1579954233730,2020-01-25 17:40:33,17.1,b'{}'
1579953608599,2020-01-25 17:30:08,17.2,b'{}'
1579951811147,2020-01-25 17:00:11,17.2,b'{}'
1579950609363,2020-01-25 16:40:09,17.2,b'{}'
1579950017196,2020-01-25 16:30:17,17.1,b'{}'
1579948223317,2020-01-25 16:00:23,17.1,b'{}'
1579947033931,2020-01-25 15:40:33,17.1,b'{}'
1579945821117,2020-01-25 15:20:21,17.0,b'{}'
1579945211578,2020-01-25 15:10:11,16.9,b'{}'
1579944613357,2020-01-25 15:00:13,16.9,b'{}'
1579944019499,2020-01-25 14:50:19,16.8,b'{}'
1579943108886,2020-01-25 14:35:08,16.4,b'{}'
1579942820964,2020-01-25 14:30:20,16.4,b'{}'
1579932042148,2020-01-25 11:30:42,17.4,b'{}'
1579931422442,2020-01-25 11:20:22,17.2,b'{}'
1579930820410,2020-01-25 11:10:20,17.1,b'{}'
1579929632173,2020-01-25 10:50:32,17.2,b'{}'
1579928442725,2020-01-25 10:30:42,17.1,b'{}'
1579927813979,2020-01-25 10:20:13,17.0,b'{}'
1579927212862,2020-01-25 10:10:12,16.9,b'{}'
1579926636399,2020-01-25 10:00:36,16.7,b'{}'
1579926024243,2020-01-25 09:50:24,16.5,b'{}'
1579925726234,2020-01-25 09:45:26,16.4,b'{}'
1579918222652,2020-01-25 07:40:22,17.2,b'{}'
1579917026966,2020-01-25 07:20:26,17.2,b'{}'
1579916412050,2020-01-25 07:10:12,17.3,b'{}'
1579915814667,2020-01-25 07:00:14,17.2,b'{}'
1579915216844,2020-01-25 06:50:16,17.3,b'{}'
1579914611810,2020-01-25 06:40:11,17.2,b'{}'
1579914011656,2020-01-25 06:30:11,17.3,b'{}'
1579913411610,2020-01-25 06:20:11,17.2,b'{}'
1579912818246,2020-01-25 06:10:18,17.1,b'{}'
1579912231512,2020-01-25 06:00:31,17.0,b'{}'
1579911613121,2020-01-25 05:50:13,16.9,b'{}'
1579911205787,2020-01-25 05:43:25,16.8,b'{}'
1579903837470,2020-01-25 03:40:37,17.9,b'{}'
1579903213640,2020-01-25 03:30:13,18.0,b'{}'
1579902642225,2020-01-25 03:20:42,18.1,b'{}'
1579902019960,2020-01-25 03:10:19,18.2,b'{}'
1579901434025,2020-01-25 03:00:34,18.3,b'{}'
1579900219546,2020-01-25 02:40:19,18.4,b'{}'
1579899616620,2020-01-25 02:30:16,18.8,b'{}'
1579899031333,2020-01-25 02:20:31,19.3,b'{}'
1579898419233,2020-01-25 02:10:19,19.6,b'{}'
1579897820236,2020-01-25 02:00:20,19.8,b'{}'
1579897221914,2020-01-25 01:50:21,19.8,b'{}'
1579896041912,2020-01-25 01:30:41,19.6,b'{}'
1579895422178,2020-01-25 01:20:22,19.4,b'{}'
1579894823165,2020-01-25 01:10:23,19.4,b'{}'
1579894218792,2020-01-25 01:00:18,19.3,b'{}'
1579893626213,2020-01-25 00:50:26,19.2,b'{}'
1579893031588,2020-01-25 00:40:31,19.1,b'{}'
1579892423421,2020-01-25 00:30:23,19.0,b'{}'
1579891821654,2020-01-25 00:20:21,18.9,b'{}'
1579891234546,2020-01-25 00:10:34,18.8,b'{}'
1579890620897,2020-01-25 00:00:20,18.6,b'{}'
